ano_publicacao_contrato;numero_processo_formatado;numero_contrato;nome_empresarial_nome_fornecedor;numero_item_pedido;codigo_item_material_servico_numerico;item_material_servico;unnamed_7;unnamed_8;unnamed_9;codigo_elemento_item_despesa;nome_elemento_item_despesa;quantidade_item_pedido;valor_unitario_referencia_item_pedido;valor_total_referencia_item_pedido
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;30;1222198;"BISCOITO - NOME: MAIZENA,;";;;;3008;PRODUTOS ALIMENTICIOS;1;5,0225;301,35
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;31;1611917;"GELEIA - SABOR: CONFORME SOLICITACAO DO ORGAO/ENTIDADE; TIPO: COMPOTA;";;;;3008;PRODUTOS ALIMENTICIOS;1;37,845;1362,42
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;32;1907107;"PO PARA DECORACAO - COR: CONFORME SOLICITACAO DO ORGAO;";;;;3008;PRODUTOS ALIMENTICIOS;1;14,9975;359,94
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;33;123536;"GELATINA - APRESENTACAO: PO INCOLOR; SABOR: SEM SABOR;";;;;3008;PRODUTOS ALIMENTICIOS;1;12,32;1182,72
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;34;1306812;"CREME - TIPO: CHANTILLY; APRESENTACAO: PRONTO PARA USO;";;;;3008;PRODUTOS ALIMENTICIOS;1;26,13;940,68
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;35;1743830;"BISCOITO - NOME: DE ARROZ INTEGRAL;";;;;3008;PRODUTOS ALIMENTICIOS;1;12,4125;49,65
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;36;1568582;"CHOCOLATE - APRESENTACAO: PO 100% CACAU; COMPOSICAO: SEM ACUCAR;";;;;3008;PRODUTOS ALIMENTICIOS;1;52,375;1257,0
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;37;425036;"ESSENCIA AROMATICA - AROMA: BAUNILHA;";;;;3008;PRODUTOS ALIMENTICIOS;1;10,8975;523,08
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;38;1111027;"BISCOITO - NOME: BISCOITO SALGADO, SIMILAR AO SALPET;";;;;3008;PRODUTOS ALIMENTICIOS;1;5,4933;3295,98
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;39;312428;"BISCOITO - NOME: AMANTEIGADO;";;;;3008;PRODUTOS ALIMENTICIOS;1;10,53;6318,0
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;40;1645137;"MODULO NUTRICIONAL - IDENTIFICACAO: ESPESSANTE; COMPOSICAO: ESPESSANTE A BASE DE GOMA XANTANA; ASPECTO FISICO: PO SOLUVEL; INDICACAO: NUTRICAO ENTERAL E ORAL;";;;;3008;PRODUTOS ALIMENTICIOS;1;63,4666;380,79
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;41;1772856;"CREME DE LEITE - TIPO: ESTERILIZADO; UHT; ZERO LACTOSE;";;;;3008;PRODUTOS ALIMENTICIOS;1;7,81;187,44
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;42;1953265;"CHOCOLATE - APRESENTACAO: BARRA; COMPOSICAO: MEIO AMARGO COM ACUCAR - 25% DE CACAU;";;;;3008;PRODUTOS ALIMENTICIOS;1;115,4025;4154,49
2026;1071030 000131/2025;9493157;SACOLAO CENTER SETELAGOANO LTDA -EPP;43;1583018;"GOMA DE MASCAR - SABOR: MENTA;";;;;3008;PRODUTOS ALIMENTICIOS;1;40,1475;3854,16
2026;1081017 000001/2026;9493104;MULTILASER INDUSTRIAL S.A.;1;2007100;"MONITOR DE VIDEO (PERMANENTE) - TIPO: INTERMEDIARIO LED OU LCD C/CAMERA INTEGRADA; TELA: 23 POLEGADAS/ PLANA/ WIDSCREEN (16:9); CONEXAO: DIGITAL (HDMI E/OU DISPLAYPORT) E ANALOGICA (VGA); RESOLUCAO: FULL HD 1920X1080/ 60 HZ; ANGULO VISAO: 178° H/ 178° V; BRILHO: 250 CD/M²; CONTRASTE: 1000:1; TEMPO DE RESPOSTA: MAXIMO DE 8 MS; ALIMENTACAO: BIVOLT (100~240 V) - 50/60 HZ;";;;;5207;EQUIPAMENTOS DE INFORMATICA;1;746,0;5968,0
2026;1081017 000002/2026;9493560;MULTILASER INDUSTRIAL S.A.;1;2007100;"MONITOR DE VIDEO (PERMANENTE) - TIPO: INTERMEDIARIO LED OU LCD C/CAMERA INTEGRADA; TELA: 23 POLEGADAS/ PLANA/ WIDSCREEN (16:9); CONEXAO: DIGITAL (HDMI E/OU DISPLAYPORT) E ANALOGICA (VGA); RESOLUCAO: FULL HD 1920X1080/ 60 HZ; ANGULO VISAO: 178° H/ 178° V; BRILHO: 250 CD/M²; CONTRASTE: 1000:1; TEMPO DE RESPOSTA: MAXIMO DE 8 MS; ALIMENTACAO: BIVOLT (100~240 V) - 50/60 HZ;";;;;5207;EQUIPAMENTOS DE INFORMATICA;1;746,0;1113032,0
2026;1081017 000064/2025;9493115;SABINO EMPREENDIMENTOS LTDA;1;1599291;"CARTAO PVC - IDENTIFICACAO: FLEXIVEL; TAMANHO: APROXIMADO 86 X 54 X 0,8MM; COR: BRANCO;";;;;3004;MATERIAL GRAFICO E IMPRESSOS;1;4,69;5628,0
2026;1081017 000064/2025;9493115;SABINO EMPREENDIMENTOS LTDA;2;1586351;"PERFURADOR, ESPECIAL, PARA CRACHA - MATERIA PRIMA: FERRO FUNDIDO; TIPO DO FURO: OVOIDE; FUNCIONAMENTO: MANUAL; DIMENSOES: APROXIMADAS DO FURO 3MM X 14MM; LAMINA: ACO PERFUROCORTANTE;";;;;5212;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;1;315,0;630,0
2026;1081017 000066/2025;9492427;INSTITUTO NEGOCIOS PUBLICOS DO BRASIL - ESTUDOS E PESQUISAS NA ADMNIISTRACAO PUBLICA - INP - LTDA;1;130737;DESPESA REFERENTE A INSCRICAO DE SERVIDOR OU CIDADAO EM CONGRESSO, SEMINARIO, SIMPOSIO, PALESTRA, EXPOSICAO E/OU CONFERENCIA;;;;3924;CURSOS, EXPOSICOES, CONGRESSOS E CONFERENCIAS;1;18990,0;18990,0
2026;1091012 000007/2026;9493175;FAGUNDEZ DISTRIBUICAO LTDA;1;1706837;"MONITOR PARA COMPUTADOR (CONSUMO) - TELA: LED; TAMANHO: 23 POLEGADAS; PIXEL PITCH (MM MAX): 0.2652 MM X 0.2652 MM; RESOLUCAO DE IMAGEM: 1920 X 1080; SINAL DE VIDEO: ANALOGICO E DIGITAL; CORES: 16,7 M CORES; FREQUENCIA VERTICAL: 56HZ  - 75HZ; FREQUENCIA HORIZONTAL: 30 - 83 KHZ; LARGURA BANDA VIDEO: NAO APLICAVEL; BRILHO: 250 CD/M2; CONTRASTE: 5.000.000:1; TEMPO DE RESPOSTA: 5 MS GTG; DEFLEXAO/ANGULO DE VISAO: 178 GRAUS; CONECTOR DE ENTRADA: HDMI, D-SUB(RGB); BASE: INCLINAVEL; ACESSORIOS: CABO DE ";;;;3016;MATERIAL DE INFORMATICA;1;677,78;406668,0
2026;1091012 000012/2026;9494576;GABRIEL SOUZA BARBOSA;1;4065;LOCACAO DE IMOVEL COMERCIAL -;;;;3611;LOCACAO DE BENS IMOVEIS;1;180000,0;180000,0
2026;1091012 000015/2026;9496600;TECNO 2000 INDUSTRIA E COMERCIO LTDA;1;1797557;"MESA PARA REUNIAO - FORMATO: CIRCULAR; ESTRUTURA: ACO; TAMPO: MDP OU MDF; DIMENSOES: 80 X 80 X 75.5 CM (LARG X PROF X ALTURA);";;;;5214;MOBILIARIO;1;485,89;34012,3
2026;1091012 000015/2026;9496600;TECNO 2000 INDUSTRIA E COMERCIO LTDA;2;1799703;"MESA PARA REUNIAO - FORMATO: CANOA; ESTRUTURA: ACO; TAMPO: MDF OU MDP LAMINADO MELAMINICO; DIMENSOES: 240 X 120 X 75.5CM (LARG X PROF X ALTURA);";;;;5214;MOBILIARIO;1;1006,48;5032,4
2026;1091012 000015/2026;9496600;TECNO 2000 INDUSTRIA E COMERCIO LTDA;3;1797620;"MESA PARA ESCRITORIO - FINALIDADE: FUNCIONARIO; ESTRUTURA: ACO; TAMPO: MDF OU MDP LAMINADO; TAMPA: SUPERFICIE UNICA; GAVETEIRO/GAVETA: SEM GAVETAS; DIMENSOES: 120 X 60 X DE 72 A 75.5 CM (LARG X PROF X ALTURA);";;;;5214;MOBILIARIO;1;506,71;152013,0
2026;1091012 000016/2026;9494556;MAKSUEL NOGUEIRA COSTA;1;4065;LOCACAO DE IMOVEL COMERCIAL -;;;;3611;LOCACAO DE BENS IMOVEIS;1;312000,0;312000,0
2026;1091012 000018/2026;9493604;EDUARDO OLIVEIRA E CRUZ DE CARVALHO;1;4065;LOCACAO DE IMOVEL COMERCIAL -;;;;3611;LOCACAO DE BENS IMOVEIS;1;8007,44;8007,44
2026;1091012 000019/2026;9494678;TECNO 2000 INDUSTRIA E COMERCIO LTDA;1;1848062;"CADEIRA PARA ESCRITORIO - FINALIDADE: FUNCIONARIO; TIPO: GIRATORIA; ESPALDAR: MEDIO A ALTO; APOIA-BRACOS: PULIORETANO; ASSENTO/ENCOSTO: COURO SINTETICO/ TELA; ESTRUTURA: METALICA; PES: RODIZIOS; CONTRA-ASSENTO: PRE MOLDADO EM SINTETICO; CONTRA-ENCOSTO: TELA; REGULAGEM: ASSENTO; ENCOSTO E BRACOS;";;;;5214;MOBILIARIO;1;1235,17;617585,0
2026;1091012 000021/2026;9495738;PRESTOBAT LTDA -EPP;1;1742990;"CAFETEIRA ELETRICA - IDENTIFICACAO: INDUSTRIAL,  CILINDRICA; MATERIA PRIMA: ACO INOX; CAPACIDADE: 20 LITROS; POTENCIA: 3000 W; TENSAO: 220 VOLTS;";;;;5204;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;1;2415,75;24157,5
2026;1091012 000265/2025;9493212;SYSTEM MANAGER TECNOLOGIA EM INFORMATICA LTDA;1;135550;SERVICOS TECNICOS ESPECIALIZADOS EM ARQUITETURA FISICA E LOGICA DE SISTEMAS PARA RED HAT;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;887706,0;887706,0
2026;1091012 000265/2025;9493212;SYSTEM MANAGER TECNOLOGIA EM INFORMATICA LTDA;1;137995;SUBSCRICAO DE LICENCA DE SOFTWARE RED HAT LEARNING;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;105555,92;105555,92
2026;1091012 000265/2025;9493212;SYSTEM MANAGER TECNOLOGIA EM INFORMATICA LTDA;2;130788;SUBSCRICAO DE LICENCA, SUPORTE E ATUALIZACAO DE SOFTWARE RED HAT RUNTIMES, PREMIUM (16 CORES OR 32 VCPUS);;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;171599,93;171599,93
2026;1091012 000268/2025;9493044;AERILAN GOMES MORAES ZANUTI;1;4065;LOCACAO DE IMOVEL COMERCIAL -;;;;3611;LOCACAO DE BENS IMOVEIS;1;390000,0;390000,0
2026;1091634 000001/2025;9493130;AVITEC TECNOLOGIA DA INFORMACAO LTDA;1;101427;LICENCA DE USO PERPETUO DE SOFTWARE DE PERICIA FORENSE. INCLUI ATUALIZACAO ;;;;4006;AQUISICAO DE SOFTWARE;1;356500,0;356500,0
2026;1091635 000001/2025;9492628;THERMO FISHER SCIENTIFIC BRASIL INSTRUMENTOS DE PROCESSO LTDA;1;1884557;"ESPECTROFOTOMETRO - TIPO: FT-IR COM OPTICA DE KBR PARA ROTINA FORENSE; FAIXA: FAIXA DE VARREDURA DE 7.000 - 350 CM-1; ALIMENTACAO: BIVOLT, 60 HZ;";;;;5209;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1;425060,74;425060,74
2026;1191001 000002/2026;9496714;ELEVTECH ELEVADORES LTDA;1;3611;MANUTENCAO, REPAROS E ADAPTACOES EM ELEVADORES;;;;3921;REPAROS DE EQUIPAMENTOS, INSTALACOES E MATERIAL PERMANENTE;2;23100,0;46200,0
2026;1191001 000067/2025;9496733;STRATUM SEGURANCA LTDA;1;117188;SERVICO DE MANUTENÇÃO, SUPORTE TECNICO E TREINAMENTO EM SOFTWARE DE CONTROLE DE ACESSO;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;88303,0;88303,0
2026;1191001 000067/2025;9496733;STRATUM SEGURANCA LTDA;1;1967738;"CONTROLE DE ACESSO - IDENTIFICACAO: RECONHECIMENTO FACIAL; AUTENTICACAO: FACIAL,BIOMETRIA DIGITAL,CARTAO RFID, QRCODE,SENHA; CAPACIDADE: 6000 USUARIOS; COMUNICACAO: WIFl, ETHERNET; ALIMENTACAO: 12 VCC (POE -IEEE 802.3AF);";;;;5220;EQUIPAMENTOS DE SEGURANCA ELETRONICA;1;22213,9807;288781,74
2026;1191001 000067/2025;9496733;STRATUM SEGURANCA LTDA;1;2011158;"COLETOR DE DADOS PARA CONTROLE DE PONTO E ACESSO - APLICACAO: SISTEMA DIGITAL GERENCIAMENTO CONTROLE DE ACESSO; CAPACIDADE: MINIMO DE 6.000 USUARIOS ATIVOS; TIPO COMUNICACAO: HMI E M2M; ACESSORIOS: SEM ACESSORIOS;";;;;5220;EQUIPAMENTOS DE SEGURANCA ELETRONICA;1;165496,73;165496,73
2026;1191001 000071/2025;9494587;EQUINIX DO BRASIL SOLUCOES DE TECNOLOGIA EM INFORMATICA LTDA.;1;50580;INSTALACAO E MONTAGEM DE REDE FIBRA OPTICA;;;;4004;SERVICO DE TELECOMUNICACAO;1;1140000,0;1140000,0
2026;1191001 000090/2025;9493569;DHCP INFORMATICA DO BRASIL LTDA;1;2015110;"COMPUTADOR - MODELO: WORKSTATION AVANCADO PARA IA; SISTEMA OPERACIONAL: WINDOWS 11 PRO; MEMORIA: 128 GB; PROCESSADOR: INTEL OU AMD; ARMAZENAMENTO: 1 TB SSD (NVME) E 4TB (7.200 RPM) OU 2TB(7.200RPM); MONITOR: LCD POLICROMATICO OU LED POLICROMÁTICO 27 POL;";;;;5207;EQUIPAMENTOS DE INFORMATICA;1;44449,5;88899,0
2026;1191001 000092/2025;9493203;RCI CONSULTING - CONSULTORIA, ADMINISTRACAO E PARTICIPACOES LTDA;1;101311;SUBSCRICAO DE LICENCA DE SOFTWARE MONGODB;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;929009,69;929009,69
2026;1191001 000097/2025;9494520;ILHA SERVICE TECNOLOGIA E SERVICOS LTDA;1;134740;PRESTACAO DE SERVICO DE ANALISTA DE SUPORTE COMPUTACIONAL DE NIVEL PLENO;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;420794,46;841588,92
2026;1191001 000097/2025;9494520;ILHA SERVICE TECNOLOGIA E SERVICOS LTDA;1;149250;PRESTACAO DE SERVICO DE MANUTENCAO DE INFRAESTRUTURA DE TI, COM FORNECIMENTO DE MATERIAIS E INSUMOS NECESSARIOS;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;59670,0;59670,0
2026;1191001 000097/2025;9494520;ILHA SERVICE TECNOLOGIA E SERVICOS LTDA;2;149080;CONTRATACAO DE SERVICO DE TECNICO DE SUPORTE AO USUARIO DE TI;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;314334,36;4400681,04
2026;1191001 000097/2025;9494520;ILHA SERVICE TECNOLOGIA E SERVICOS LTDA;3;149128;CONTRATACAO DO SERVICO DE  ANALISTA DE MONITORAMENTO;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;490747,44;4416726,96
2026;1191001 000097/2025;9494520;ILHA SERVICE TECNOLOGIA E SERVICOS LTDA;4;149101;PRESTACAO DE SERVICO DO TIPO 0800 INTEGRADO A URA (UNIDADE DE RESPOSTA AUDÍVEL);;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;360000,0;360000,0
2026;1191001 000097/2025;9494520;ILHA SERVICE TECNOLOGIA E SERVICOS LTDA;5;149110;CONTRATACAO DO SERVICO DE  SUPERVISOR DE SUPORTE AO USUARIO DE TI;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;531322,56;531322,56
2026;1191001 000097/2025;9494520;ILHA SERVICE TECNOLOGIA E SERVICOS LTDA;6;149098;CONTRATACAO DO SERVICO DE COORDENADOR DE SUPORTE E MONITORAMENTO;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;712726,02;712726,02
2026;1191001 000107/2025;9493218;ZENITE INFORMACAO E CONSULTORIA S/A;1;6882;SERVICOS DE ASSINATURAS DE REVISTAS JURIDICAS;;;;3911;ASSINATURAS DE JORNAIS, REVISTAS E PERIODICOS;1;21800,0;21800,0
2026;1191007 000011/2025;9494526;GEBERTE FREIRE SILVA LTDA;1;419710;"GAS COMBUSTIVEL - NOMENCLATURA: GLP; APRESENTACAO: BOTIJAO DE 13KG  RETORNAVEL;";;;;3027;COMBUSTIVEIS E LUBRIFICANTES P/ EQUIP. E OUTROS MAT.  PERMANENTES;1;126,1925;6309,62
2026;1191007 000012/2025;9494651;CEMIG DISTRIBUICAO S.A.;1;4880;FORNECIMENTO DE ENERGIA ELETRICA EM MEDIA TENSAO;;;;3969;CONTRATOS DE ENERGIA ELETRICA;2;2850,0;342000,0
2026;1221080 000001/2026;9493531;INSTITUTO NACIONAL DE INOVACAO, GESTAO E SUSTENTABILIDADE - ACAO NACIONAL;1;102342;ELABORACAO DE PROJETO DE REGULARIZACAO FUNDIARIA URBANA DE IMOVEIS IRREGULARES E ACOES DE APOIO A IMPLEMENTACAO;;;;3963;SERVICOS DE LEVANTAMENTO E CADASTRAMENTO PARA EXECUCAO DE POL PUBLICAS;1;920000,0;920000,0
2026;1221080 000003/2026;9493532;M DE OLIVEIRA CONSULTORIA E GESTAO DE CIDADES LTDA;1;102342;ELABORACAO DE PROJETO DE REGULARIZACAO FUNDIARIA URBANA DE IMOVEIS IRREGULARES E ACOES DE APOIO A IMPLEMENTACAO;;;;3963;SERVICOS DE LEVANTAMENTO E CADASTRAMENTO PARA EXECUCAO DE POL PUBLICAS;1;966000,0;966000,0
2026;1231021 000001/2026;9493211;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;1;68896;SUPORTE TECNICO A AMBIENTE OPERACIONAL DE SERVIDORES -  HORARIO COMERCIAL;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;139,0;2780,0
2026;1231021 000001/2026;9493211;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;2;77631;HOSPEDAGEM EM INFRAESTRUTURA VIRTUALIZADA;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;8112,0;8112,0
2026;1231021 000003/2026;9494697;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;1;100064;ASSOCIACAO DE ENDERECO IP A TERMINAL -;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;20580,0;20580,0
2026;1231021 000004/2026;9495420;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;1;53783;ACESSO A SOLUCAO BUSINESS INTELLIGENCE- MODALIDADE RELATORIOS GERENCIAIS;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;4992,0;4992,0
2026;1231021 000004/2026;9495420;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;2;53805;ACESSO ADICIONAL BUSINESS INTELLIGENCE - MODALIDADE RELATORIOS GERENCIAIS;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;2160,0;4320,0
2026;1231021 000104/2025;9493547;OBJET COMERCIO DE EQUIPAMENTOS E SERVICOS LTDA;6;1648373;"CABINE DE PROTECAO BIOLOGICA - IDENTIFICACAO: CABINA DE SEGURANCA BIOLOGICA CLASSE II TIPO A1; APLICACAO: REALIZACAO DE ANALISES; FLUXO: 70% DE RECIRCULACAO E 30% DE EXAUSTAO DE AR; FILTRO: HEPA, CLASSE H14; LAMPADA: ILUMINACAO POR LAMPADAS FLUORESCENTES INTERNAS; SISTEMA DE CONTROLE: BOTAO DE ACIONAMENTO SIMPLES TIPO LIGA/DESLIGA; DIMENSOES: EXTERNAS COM BASE MAIOR OU IGUAL: 205 X 112 X 68CM; ALIMENTACAO: 220V - 50/60 HZ;";;;;5209;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1;22496,25;22496,25
2026;1231021 000104/2025;9493549;EVEN COMERCIAL LTDA;1;2017997;"REFRATOMETRO - APLICACAO: LEITURAS COM VOLUME MINIMO DE 0,4 ML; MODELO: BANCADA COM DISPLAY; PRECISAO: +/- 0,1% BRIX / LACTOSE E ±0,0002 ND; FAIXA MEDICAO: 0 A 16,5% BRIX / LACTOSE E 1,3330 A 1,4200 ND; FAIXA DE TEMPERATURA: INTERVALO DE TEMPERATURA OPERACIONAL: 0 A 40 °C; VOLUME DA AMOSTRA: VOLUME MINIMO PARA LEITURA: 0,4 ML; ALIMENTACAO: BATERIA RECARREGAVEL (110/220 V); CLASSE PROTECAO: IP67;";;;;5209;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1;5250,0;5250,0
2026;1231021 000104/2025;9493549;EVEN COMERCIAL LTDA;7;1678663;"INCUBADORA PARA LABORATORIO - IDENTIFICACAO: INCUBADORA PARA BOD; APLICACAO (1): INCUBAR FRASCOS DE DEMANDA BIOLOGICA DE OXIGENIO ; APLICACAO (2): INCUBACAO DE AMOSTRAS EM GERAL.; ALIMENTACAO: 220 VOLTS ;";;;;5209;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1;11783,2;11783,2
2026;1231021 000104/2025;9493550;VITAL COMERCIO DE EQUIPAMENTOS EM GERAL LTDA;2;1057189;"MICROSCOPIO - FUNCIONAMENTO: MANUAL; FINALIDADE: ANALISES MICROBIOLOGICAS E HEMATOLOGICAS; DISPOSITIVO OCULAR: BINOCULAR; AMPLIACAO: 4 X A 100 X; TIPO: DE BANCADA COM OTICA DE CORRECAO INFINITA; TENSAO: 127 VAC - 60 HZ OU BIVOLT AUTOMATICO;";;;;5209;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1;37440,0;37440,0
2026;1231021 000104/2025;9493551;FAZ VENDAS LTDA;1;1410040;"BALANCA DE LABORATORIO - CAPACIDADE: MAXIMA 610G; PRECISAO/SENSIBILIDADE: SENSIBILIDADE DE 0,01G; TIPO: DIGITAL; ALIMENTACAO: BIVOLT (AJUSTE DE REDE ELETRICA DE 90 A 260VAC);";;;;5209;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1;4189,0;4189,0
2026;1231021 000104/2025;9493551;FAZ VENDAS LTDA;5;1057146;"ESTUFA DE LABORATORIO - APLICACAO: SECAGEM E ESTERILIZACAO ATRAVES DE CALOR SECO; NUMERO PRATELEIRA: MINIMO 02 PRATELEIRAS OU BANDEJAS REMOVIVEIS; TENSAO: 127 VAC - 60 HZ OU BIVOLT AUTOMATICO; TEMPERATURA: MINIMO ATE 250ºC;";;;;5209;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1;2839,98;2839,98
2026;1231021 000104/2025;9493552;B2B DISTRIBUIDORA EIRELI;1;94722;"AUTOCLAVE - TIPO: VERTICAL; CAPACIDADE: 75 LITROS; TEMPERATURA: 127 A 143 GRAUS CENTIGRADOS; ALIMENTACAO: 220 VOLTS; APLICACAO: ESTERILIZACAO POR MEIO DE VAPOR SATURADO;";;;;5209;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1;15500,0;15500,0
2026;1253826 000045/2025;9494552;LIMPIM SERVICOS AMBIENTAIS LTDA;1;6530;SERVICOS DE COLETA, TRANSPORTE E DESTINACAO DE RESIDUO MEDI CO HOSPITALAR;;;;3959;SERVICOS SANITARIOS E TRATAMENTO DE RESIDUOS;1;225,0;2700,0
2026;1255125 000002/2026;9494602;CRISART EVENTOS LTDA - ME;1;7056;SERVICOS DE FORNECIMENTO DE REFEICAO PREPARADAS POR  TERCEI ROS, PRESTADOS POR PESSOA JURIDICA;;;;3903;FORNECIMENTO DE ALIMENTACAO;1;15209,05;15209,05
2026;1255125 000002/2026;9494602;CRISART EVENTOS LTDA - ME;1;69965;SERVICO DE FORNECIMENTO DE LANCHE PADRAO STANDARD, CONFORME CARDAPIO ESPECIFICO;;;;3903;FORNECIMENTO DE ALIMENTACAO;1;16860,6;16860,6
2026;1259970 000040/2025;9493091;CONSTRUFORT ESTRUTURAS METALICAS LTDA;1;146170;SERVICO DE INSTALACAO E MONTAGEM DE TELHADO, COBERTURA OU TETO, INCLUINDO MATERIAIS NECESSARIOS ;;;;5103;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;1;149500,93;149500,93
2026;1259971 000020/2025;9492996;MM AUTO PECAS E SERVICOS LTDA;1;2933;MANUTENCAO E REPARO EM VEICULOS DIVERSOS  DE DUAS OU TRES RODAS;;;;3918;REPAROS DE VEICULOS;1;150,0;60000,0
2026;1259971 000020/2025;9492996;MM AUTO PECAS E SERVICOS LTDA;1;12602;MANUTENCAO E REPAROS EM EMBARCACOES;;;;3921;REPAROS DE EQUIPAMENTOS, INSTALACOES E MATERIAL PERMANENTE;1;186,6666;27999,99
2026;1259971 000020/2025;9492996;MM AUTO PECAS E SERVICOS LTDA;1;25593;MANUTENCAO E REPARO EM VEICULOS LEVES;;;;3918;REPAROS DE VEICULOS;1;156,6666;313333,2
2026;1259971 000020/2025;9492996;MM AUTO PECAS E SERVICOS LTDA;1;107387;SERVICO DE MANUTENCAO PREVENTIVA E CORRETIVA EM GRUPO MOTO GERADOR, COM FORNECIMENTO DE PECAS ;;;;3921;REPAROS DE EQUIPAMENTOS, INSTALACOES E MATERIAL PERMANENTE;1;263,3333;26333,33
2026;1259971 000020/2025;9492996;MM AUTO PECAS E SERVICOS LTDA;1;147028;SERVICO DE REBOQUE DE VEICULOS, NAO INCLUI MANUTENCAO.;;;;3918;REPAROS DE VEICULOS;1;6,0;30000,0
2026;1259971 000020/2025;9492996;MM AUTO PECAS E SERVICOS LTDA;2;12610;MANUTENCAO E REPAROS EM MOTOR DE POPA;;;;3921;REPAROS DE EQUIPAMENTOS, INSTALACOES E MATERIAL PERMANENTE;1;180,0;36000,0
2026;1259971 000020/2025;9492996;MM AUTO PECAS E SERVICOS LTDA;2;25607;MANUTENCAO E REPARO EM VEICULOS PESADOS;;;;3918;REPAROS DE VEICULOS;1;303,3333;45499,99
2026;1259971 000020/2025;9492996;MM AUTO PECAS E SERVICOS LTDA;3;25615;MANUTENCAO E REPARO EM VEICULOS MEDIOS;;;;3918;REPAROS DE VEICULOS;1;200,0;500000,0
2026;1259971 000021/2025;9491848;MARILEIA FARIAS AZEVEDO 97611115634 - ME;1;2496;SERVICO DE MUDANCA DE SERVIDOR TRANSFERIDO;;;;3906;TRANSPORTE E ACONDICIONAMENTO DE MATERIAIS;1;29,9333;448999,5
