ano_publicacao_contrato;numero_processo_formatado;numero_contrato;nome_empresarial_nome_fornecedor;numero_item_pedido;codigo_item_material_servico_numerico;item_material_servico;unnamed_7;unnamed_8;unnamed_9;codigo_elemento_item_despesa;nome_elemento_item_despesa;quantidade_item_pedido;valor_unitario_referencia_item_pedido;valor_total_referencia_item_pedido
2026;1511189 000352/2025;9493140;RENAULT DO BRASIL S.A.;1;2016176;"VIATURA UTILITARIO - TIPO: UTILITARIO SUV, BLINDADA, COM CELA; NUMERO DE PORTAS: 4 PORTAS; NUMERO DE LUGARES: 5 LUGARES; FAIXA POTENCIA: MINIMA DE 116 CV E MAXIMA DE 214 CV; FAIXA CILINDRADA: MINIMA DE 997 CC E MAXIMA DE 1797 CC; DIRECAO: HIDRAULICA, ELETRICA OU ELETRO-HIDRAULICA; SUSPENSAO: CONFORME LINHA DE PRODUCAO; SISTEMA DE FREIO: COM ABS; TRACAO: 4X2; COMBUSTIVEL: FLEX (GASOLINA E/OU ETANOL); EQUIPAMENTO: SINALIZADOR, LOCALIZADOR GPS; SISTEMA DE COMUNICACAO: PREDISPOSICAO PARA RADIO TRANS";;;;5217;VEICULOS;1;183657,24;4591431,0
2026;1541003 000001/2026;9494480;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;1;53783;ACESSO A SOLUCAO BUSINESS INTELLIGENCE- MODALIDADE RELATORIOS GERENCIAIS;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;19968,0;19968,0
2026;1541003 000001/2026;9494480;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;2;85863;CURSO DE CAPACITACAO A DISTANCIA (EAD) EM SISTEMAS CORPORATIVOS (TUTORADO);;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;1436,0;1436,0
2026;1541003 000002/2026;9493582;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;1;36757;INTEGRACAO A REDE GOVERNO;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;35808,0;35808,0
2026;1541003 000002/2026;9493582;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;2;34827;CONEXAO DE ALTA DISPONIBILIDADE A INTERNET -;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;114744,0;114744,0
2026;1541003 000002/2026;9493582;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;3;83038;GERENCIAMENTO DE NIVEL DE SERVICOS DA REDE IP MULTISSERVICOS;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;4380,0;4380,0
2026;1541003 000002/2026;9493582;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;4;34819;ASSOCIACAO DE VARIOS ENDERECOS IP A UM POOL DE TERMINAIS;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;11760,0;11760,0
2026;1541003 000003/2026;9493536;PATRICIA MARIA DO NASCIMENTO BEZERRA DE MENEZES;1;12653;SERVICOS DE MINISTRACAO DE CURSOS DE QUALIFICACAO E CAPACITACAO DE PESSOAL NA AREA DE SAUDE;;;;3631;SERVICOS DE TREINAMENTO, CAPACITACAO E APERFEICOAMENTO DE PESSOAL;1;33600,0;33600,0
2026;1541003 000004/2026;9493535;EMANUELLE CRISTINA BESSA MARTINS;1;12653;SERVICOS DE MINISTRACAO DE CURSOS DE QUALIFICACAO E CAPACITACAO DE PESSOAL NA AREA DE SAUDE;;;;3631;SERVICOS DE TREINAMENTO, CAPACITACAO E APERFEICOAMENTO DE PESSOAL;1;39200,0;39200,0
2026;1541003 000005/2026;9496711;MARCELA MANSUR GOMIDES LIMA;1;12653;SERVICOS DE MINISTRACAO DE CURSOS DE QUALIFICACAO E CAPACITACAO DE PESSOAL NA AREA DE SAUDE;;;;3631;SERVICOS DE TREINAMENTO, CAPACITACAO E APERFEICOAMENTO DE PESSOAL;1;32000,0;32000,0
2026;2012015 000024/2026;9496621;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS - ECT;1;4995;CONTRATACAO DE SERVICO POSTAL E TELEGRAFICO;;;;3915;SERVICO POSTAL-TELEGRAFICO;2;200000,0;400000,0
2026;2012015 000066/2025;9496599;HTS - TECNOLOGIA EM SAUDE, COMERCIO IMPORTACAO E EXPORTACAO LTDA;5;491810;"ALCA PARA POLIPECTOMIA - FINALIDADE: BIOPSIA PACIENTE PORTADOR POLIPO VELOSO SIGMOIDE; TAMANHO: 13MM, 27MM, 33MM; DIAMETRO/COMPRIMENTO: 2,3MM DIAMENTO X 240CM COMPRIMENTO;";;;;3010;MATERIAL MEDICO E HOSPITALAR;1;216,0;28512,0
2026;2012015 000066/2025;9496602;MEDI-GLOBE BRASIL LTDA;2;1398733;"CATETER - IDENTIFICACAO: BALAO DILATACAO DE ESOFAGO, ESCALONADO. TIPO CRE; TAMANHO/NUMERO: 7FRX180CM/ APROX. BALAO 5,5CM X 12 A 15MM (CXDIAM); MATERIA-PRIMA: POLIURETANO;";;;;3010;MATERIAL MEDICO E HOSPITALAR;1;1595,0;19140,0
2026;2012015 000066/2025;9496603;E TAMUSSINO E CIA LTDA;1;199524;"CATETER - IDENTIFICACAO: BALAO (FOGARTY); TAMANHO/NUMERO: 7.0FR, 200CM APROXIMADAMENTE; MATERIA-PRIMA: POLIURETANO;";;;;3010;MATERIAL MEDICO E HOSPITALAR;1;1343,25;32238,0
2026;2012015 000076/2025;9494507;SELLMED PRODUTOS MEDICOS E HOSPITALARES LTDA;1;1401130;"CATETER - IDENTIFICACAO: DIAGNOSTICO PIGTAIL RETO; TAMANHO/NUMERO: DIAMETRO 6 FR E COMPRIMENTO MINIMO DE 100 CM; MATERIA-PRIMA: NYLON;";;;;3010;MATERIAL MEDICO E HOSPITALAR;1;83,0;8964,0
2026;2012015 000212/2025;9493098;SURGTECH DISPOSITIVOS MEDICOS LTDA;3;1233998;"STENT - TIPO: VASCULAR PERIFERICO, COM SISTEMA DE LIBERACAO; MATERIA-PRIMA: NITINOL AUTOEXPANSIVEL, REVESTIDO COM MALHA PTFE;";;;;3010;MATERIAL MEDICO E HOSPITALAR;1;34000,0;340000,0
2026;2012015 000212/2025;9493106;E TAMUSSINO E CIA LTDA;1;171220;"CONJUNTO INTRODUTOR - IDENTIFICACAO: PARA INTERVENCAO ENDOVASCULAR 7FR; MATERIA-PRIMA: NYLON; VALVULA: COM VALVULA HEMOSTATICA, RADIOPACO;";;;;3010;MATERIAL MEDICO E HOSPITALAR;1;800,0;19200,0
2026;2012015 000212/2025;9493108;SUPLEN MEDICAL LTDA;2;1475622;"STENT - TIPO: ENDOPROTESE ARTERIAL EXPANSIVEL POR BALAO; MATERIA-PRIMA: ACO INOX 316 L REVESTIDA EM PTFE.DIAMETRO 5 A 10MM;";;;;3010;MATERIAL MEDICO E HOSPITALAR;1;19320,0;270480,0
2026;2012015 000236/2025;9493083;MEDIFARR PRODUTOS PARA A SAUDE LTDA.;2;1731327;"MESA CIRURGICA - MATERIA-PRIMA: ACO INOX OU MATERIAL SUPERIOR; FINALIDADE: CIRURGIA GINECOLOGICA, PARTOS; MOVIMENTACAO: ALTURA, LATERAL, LONGITUDINAL, TRENDELEMBURG;";;;;5214;MOBILIARIO;1;100000,0;200000,0
2026;2012015 000236/2025;9493086;B. D. R. COMERCIO DE EQUIPAMENTOS LTDA;1;1595725;"BALANCA HOSPITALAR - TIPO: DIGITAL PEDIATRICA; CAPACIDADE: 25KG, COM DIVISAO DE 2 GRAMAS;";;;;5209;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1;1021,0;1021,0
2026;2012015 000236/2025;9493086;B. D. R. COMERCIO DE EQUIPAMENTOS LTDA;2;833410;"BALANCA HOSPITALAR - TIPO: PEDIATRICA DIGITAL; CAPACIDADE: 15 KG, DIVISAO 5G;";;;;5209;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1;1204,0;2408,0
2026;2012015 000236/2025;9493089;OLIDEF CZ IND E COM DE APARELHOS HOSPITALARES LTDA;11;1790102;"BERCO AQUECIDO - FINALIDADE: MONITORACAO, TERAPIA E SUPORTE A VIDA DE NEONATOS; COMPONENTES (1): SISTEMA DE CONTROLE MANUAL E MICROPROCESSADO; COMPONENTES (2): DISPLAY P/ AJUSTE E MONITORACAO DA TEMPERATURA; COMPONENTES (3): LEITO RADIOTRANSPARENTE; COMPONENTES (4): INCLINACOES TRENDELEMBURG E REVERSO; COMPONENTES (5): 2 TOMADAS AUXILIARES, REGUA DE GASES E SENSOR ; COMPONENTES (6): PRATELEIRA AUXILIAR; COMPONENTES (7): SUPORTE PARA CILINDRO DE OXIGENIO; TENSAO: 127VAC-60HZ OU BIVOLT/SIST. AUTOM";;;;5209;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1;27858,0;111432,0
2026;2012015 000298/2025;9496690;TERMIL TERMO INSTALACOES LTDA -EPP;1;2054;INSTALACAO E MONTAGEM DE EQUIPAMENTOS MECANICOS.;;;;3999;OUTROS SERVICOS PESSOA JURIDICA;1;145000,0;145000,0
2026;2012015 000298/2025;9496690;TERMIL TERMO INSTALACOES LTDA -EPP;1;2028522;"VALVULA REDUTORA DE PRESSAO - MATERIA PRIMA: ACO INOX; BITOLA: 5 POLEGADAS  (DN125); TIPO: GLOBO; CONEXAO: FLANGEADA; PRESSAO ENTRADA: 150 LIBRAS; PRESSAO SAIDA: 300 LIBRAS; APLICACAO: PARA REDE DE VAPOR E AGUA;";;;;3019;MATERIAL P/ MANUT. E REPAROS DE IMOVEIS DE PROPRIEDADE DA ADM. PUBLICA;1;36642,86;73285,72
2026;2012015 000298/2025;9496690;TERMIL TERMO INSTALACOES LTDA -EPP;2;2028042;"VALVULA REDUTORA DE PRESSAO - MATERIA PRIMA: BRONZE-LATAO; BITOLA: 1 1/2 A 3 POLEGADAS; TIPO: VERTICAL (LC); CONEXAO: ROSCA DE ENTRADA MACHO (BSPT); PRESSAO ENTRADA: 10 KGF/CM2; PRESSAO SAIDA: 0,5 KGF/CM2 ATE 20 KGF/CM2; APLICACAO: REDE DE VAPOR (CALDEIRA);";;;;3019;MATERIAL P/ MANUT. E REPAROS DE IMOVEIS DE PROPRIEDADE DA ADM. PUBLICA;1;24428,57;97714,28
2026;2041001 000001/2026;9496670;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;1;100064;ASSOCIACAO DE ENDERECO IP A TERMINAL -;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;29400,0;29400,0
2026;2041001 000002/2026;9496682;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;1;53783;ACESSO A SOLUCAO BUSINESS INTELLIGENCE- MODALIDADE RELATORIOS GERENCIAIS;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;24960,0;24960,0
2026;2041001 000003/2026;9496698;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;1;37699;GERACAO DE DAE - DOCUMENTO DE ARRECADACAO ESTADUAL, VIA WEB;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;3180,0;3180,0
2026;2061034 000045/2025;9493573;FELIPE ALVARENGA COMERCIO E SERVICOS DE ENGENHARIA LTDA;1;9695;SERVICOS  DE  INSTALACAO E MONTAGEM DE EQUIPAMENTOS DE CONDICIONAMENTO DE AR.;;;;3921;REPAROS DE EQUIPAMENTOS, INSTALACOES E MATERIAL PERMANENTE;1;74050,0;74050,0
2026;2061034 000045/2025;9493573;FELIPE ALVARENGA COMERCIO E SERVICOS DE ENGENHARIA LTDA;1;62243;MANUTENCAO PREVENTIVA E CORRETIVA EM SISTEMA CENTRAL DE AR  CONDICIONADO, INCLUINDO SUBSTITUICAO DE PECAS;;;;3921;REPAROS DE EQUIPAMENTOS, INSTALACOES E MATERIAL PERMANENTE;1;219840,0;219840,0
2026;2061034 000046/2025;9493153;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;1;68900;SUPORTE TECNICO A AMBIENTE OPERACIONAL DE SERVIDORES - FORA DO HORARIO COMERCIAL, SABADO, DOMINGO OU FERIADO;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;216,0;21600,0
2026;2061034 000046/2025;9493153;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;2;67210;SUPORTE TECNICO A AMBIENTE DE BANCO DE DADOS, FORA DO  HORARIO COMERCIAL, SABADO, DOMINGO OU FERIADO;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;282,0;21150,0
2026;2061034 000046/2025;9493153;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;3;68896;SUPORTE TECNICO A AMBIENTE OPERACIONAL DE SERVIDORES -  HORARIO COMERCIAL;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;139,0;41700,0
2026;2061034 000046/2025;9493153;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;4;60402;ANALISE E DIAGNOSTICO DE CAPACIDADE E DESEMPENHO DE INFRAES TRUTURA DE TI;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;180,0;9000,0
2026;2061034 000046/2025;9493153;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;5;74713;SUPORTE TECNICO A INFRAESTRUTURA DE REDE E SEGURANCA - FORA DO HORARIO COMERCIAL, SABADO, DOMINGO OU FERIADO;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;216,0;16200,0
2026;2061034 000046/2025;9493153;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;6;66508;SUPORTE TECNICO A AMBIENTE DE BANCO DE DADOS - HORARIO COMERCIAL;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;180,0;40500,0
2026;2061034 000046/2025;9493153;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;7;74705;SUPORTE TECNICO A INFRAESTRUTURA DE REDE E SEGURANCA - HORARIO COMERCIAL;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;139,0;31275,0
2026;2061034 000056/2025;9493225;PONTO BR SISTEMAS LTDA -ME;1;34401;SERVICOS DE DESENVOLVIMENTO DE SISTEMAS DE INFORMACAO;;;;4008;DESENVOLVIMENTO DE SOFTWARES;1;718000,0;718000,0
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;1;112992;SERVICO MICROSOFT CREDITOS AZURE;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;659,12;4745664,0
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;1;126519;TREINAMENTO E CAPACITACAO EM OFFICE 365;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;2500,0;100000,0
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;1;140724;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT AI BUILDER CAPACITY T2 AO SUB ADD-ON (MIN 10 PACKS);;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;2080,93;749134,8
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;2;113603;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT 365 E3;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;176,61;2543184,0
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;2;126403;SERVICOS TECNICOS ESPECIALIZADOS NO DESENVOLVIMENTO, IMPLEMENTACAO E SUSTENTACAO DE SOLUCOES DAS PLATAFORMAS MICROSOFT;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;140,0;420000,0
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;3;140767;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT DATAVERSE DATABASE CAPACITY AO SUB;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;195,33;351594,0
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;4;140775;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT DATAVERSE FILE CAPACITY AO SUB;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;9,76;17568,0
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;5;140805;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT POWER PLATFORM REQUESTS SUB ADD-ON 50K DAILY;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;244,16;52738,56
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;6;113360;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT OFFICE 365 EXTRA FILE STORAGE 1GB;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;0,99;178200,0
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;7;126306;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT POWER APPS PER APP SUB 1 APP OR PORTAL;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;24,41;26362,8
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;8;126209;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT POWER AUTOMATE ATTENDED RPA USL SUB PER USER;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;73,25;79110,0
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;9;140171;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT M365 COPILOT SUB ADD-ON;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;186,83;336294,0
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;10;126314;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT POWER APPS PLAN SHRDSVR ALNG SUBSVL MVL PERUSR;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;97,66;21094,56
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;11;126217;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT POWER AUTOMATE UNATTENDED RPA AO SUB PER BOT;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;732,49;158217,84
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;12;91871;SUBSCRICAO DE LICENCA DE SOFTWARE POWER BI PRO, POR USUARIO ;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;41,45;149220,0
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;13;140376;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT ENTRA ID P2 SUB PER USER;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;30,88;444672,0
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;14;140783;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT DATAVERSE LOG CAPACITY AO SUB;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;48,82;52725,6
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;15;140791;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT POWER AUTOMATE PROCESS SUB;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;732,49;791089,2
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;16;126284;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT POWER PAGES ANONYMOUS USERS T2 SUB (20 UNITS 500 USER/SITE/MO MIN);;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;183,12;131846,4
2026;2071022 000001/2026;9495588;BRASOFTWARE INFORMATICA LTDA;17;140120;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT TEAMS PREMIUM INTRODUCTORY PRICING SUB PER USER;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;55,48;99864,0
2026;2071022 000027/2025;9494495;CESTEST MINAS ENGENHARIA E SERVICOS LTDA;1;95842;MANUTENCAO PREVENTIVA E CORRETIVA NOS SISTEMAS PREDIAIS DA FAPEMIG, COM FORNECIMENTO DE PECAS;;;;3921;REPAROS DE EQUIPAMENTOS, INSTALACOES E MATERIAL PERMANENTE;1;2131200,0;2131200,0
2026;2071022 000033/2025;9490963;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;1;102784;DISPONIBILIZAÇÃO DE PONTO DE ACESSO DE REDE SEM FIO;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;40,0;21120,0
2026;2071022 000033/2025;9490963;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;2;86703;SERVICO DE REDE WIFI , INCLUI ELABORACA DE PROJETO TECNOLOGICO, IMPLANTACAO E OPERACAO DA REDE;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;641,0;7692,0
2026;2071022 000033/2025;9490963;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;3;74705;SUPORTE TECNICO A INFRAESTRUTURA DE REDE E SEGURANCA - HORARIO COMERCIAL;;;;4003;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;1;139,0;14595,0
2026;2071022 000035/2025;9490825;BRASOFTWARE INFORMATICA LTDA;1;140090;SUBSCRICAO DE LICENCA DE SOFTWARE MICROSOFT PLANNER & PROJECT P5 SUB PER USER;;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;228,28;82180,8
2026;2071022 000036/2025;9493128;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;1;147427;GESTAO DA REDE IP MULTISERVICOS  - ENGLOBANDO SEGURANCA, CONEXAO DE ALTA DISPONIBILIDADE E GERENCIAMENTO DA REDE;;;;4005;REDE IP MULTISSERVICOS;1;30660,0;30660,0
2026;2101026 000018/2025;9493581;ELEONARDO SOARES SANTOS;1;4065;LOCACAO DE IMOVEL COMERCIAL -;;;;3611;LOCACAO DE BENS IMOVEIS;1;25200,0;25200,0
2026;2121005 000059/2025;9493182;UNI HOSPITALAR CEARA LTDA;1;1514237;"INSULINA - PRINCIPIO ATIVO: INSULINA ASPARTE; CONCENTRACAO/DOSAGEM: 100 UI/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: FRASCO-AMPOLA 10 ML; COMPONENTE: .;";;;;3012;MEDICAMENTOS;1;121,26;4850,4
2026;2121005 000059/2025;9493186;UNIQUE DISTRIBUIDORA DE MEDICAMENTOS LTDA;1;1851802;"CABAZITAXEL PRINCIPIO ATIVO: CABAZITAXEL; CONCENTRACAO/DOSAGEM: 40 MG; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: FRASCO-AMPOLA 1 ML; COMPONENTE: FRASCO-AMPOLA DILUENTE 3 ML;";;;;3012;MEDICAMENTOS;1;4500,0;162000,0
2026;2121022 000001/2026;9496608;CONSORCIO OPERACIONAL DO TRANS. COLETIVO DE PASSAG. POR ONIBUS DO MUNICIP. DE BH;1;7030;SERVICOS DE FORNECIMENTO DE VALE-TRANSPORTE;;;;4904;AUXILIO TRANSPORTE BILHETE OU CARTAO MAGNETICO;1;253308,0;253308,0
2026;2121022 000001/2026;9496608;CONSORCIO OPERACIONAL DO TRANS. COLETIVO DE PASSAG. POR ONIBUS DO MUNICIP. DE BH;1;7030;SERVICOS DE FORNECIMENTO DE VALE-TRANSPORTE;;;;4906;AUXILIO TRANSPORTE PAGO A ESTAGIARIO BILHETE OU CARTAO MAGNETICO;1;36663,0;36663,0
2026;2121022 000068/2025;9492303;NATALIA BANHOS - ME;1;88641;MANUTENCAO PREVENTIVA E CORRETIVA EM SISTEMA DE DETECCAO E COMBATE A INCENDIO ;;;;3922;REPAROS DE BENS IMOVEIS;1;5542,43;5542,43
2026;2151004 000015/2025;9493572;PRIME INDUSTRIA E COMERCIO DE CARNES LTDA;2;651567;"LINGUICA - ORIGEM: SUINA; TIPO: DEFUMADA;";;;;3008;PRODUTOS ALIMENTICIOS;1;29,7466;8923,98
2026;2151004 000015/2025;9493572;PRIME INDUSTRIA E COMERCIO DE CARNES LTDA;3;1004620;"LINGUICA - ORIGEM: SUINA; TIPO: CALABREZA RESFRIADA;";;;;3008;PRODUTOS ALIMENTICIOS;1;31,74;25392,0
2026;2151004 000015/2025;9493572;PRIME INDUSTRIA E COMERCIO DE CARNES LTDA;4;103080;"CARNE - ORIGEM: SUINA; CORTE: COSTELINHA; TIPO: RESFRIADA;";;;;3008;PRODUTOS ALIMENTICIOS;1;35,1933;45751,29
2026;2151004 000015/2025;9493572;PRIME INDUSTRIA E COMERCIO DE CARNES LTDA;5;1314491;"CARNE - ORIGEM: BOVINA; CORTE: MIOLO DE ALCATRA,  EM BIFES; TIPO: FRESCA OU RESFRIADA;";;;;3008;PRODUTOS ALIMENTICIOS;1;61,23;159198,0
2026;2151004 000015/2025;9493572;PRIME INDUSTRIA E COMERCIO DE CARNES LTDA;6;310310;"CARNE - ORIGEM: SUINA; CORTE: PERNIL TRASEIRO, DESOSSADO; TIPO: RESFRIADO OU CONGELADO;";;;;3008;PRODUTOS ALIMENTICIOS;1;31,99;95970,0
2026;2151004 000015/2025;9493572;PRIME INDUSTRIA E COMERCIO DE CARNES LTDA;7;38687;"AVE ABATIDA - TIPO DA AVE: PEITO DE FRANGO SEM OSSO E SEM PELE; APRESENTACAO: RESFRIADO OU CONGELADO;";;;;3008;PRODUTOS ALIMENTICIOS;1;28,2233;127004,85
2026;2151004 000015/2025;9493572;PRIME INDUSTRIA E COMERCIO DE CARNES LTDA;8;305120;"TIPO DA AVE: FRANGO; APRESENTACAO: COXA/SOBRECOXA, RESFRIADA OU CONGELADA;";;;;3008;PRODUTOS ALIMENTICIOS;1;19,3566;58069,8
2026;2151004 000015/2025;9493572;PRIME INDUSTRIA E COMERCIO DE CARNES LTDA;9;41254;"CARNE - ORIGEM: SUINA; CORTE: TOUCINHO DE BARRIGA; TIPO: FRESCO;";;;;3008;PRODUTOS ALIMENTICIOS;1;33,3266;6332,05
2026;2151004 000015/2025;9493572;PRIME INDUSTRIA E COMERCIO DE CARNES LTDA;10;310298;"CARNE - ORIGEM: SUINA; CORTE: RABINHO; TIPO: RESFRIADO;";;;;3008;PRODUTOS ALIMENTICIOS;1;27,9633;5313,02
2026;2151004 000015/2025;9493572;PRIME INDUSTRIA E COMERCIO DE CARNES LTDA;11;1284223;"CARNE - ORIGEM: BOVINA; CORTE: PATINHO MOIDO; TIPO: FRESCA OU RESFRIADA;";;;;3008;PRODUTOS ALIMENTICIOS;1;47,0533;112927,92
